data,produto,categoria,loja,cidade,preco,quantidade,desconto,cliente
2023-05-20,Papel Higiênico,Higiene,Loja D,Belo Horizonte,33.5,6,0.03,Pedro Aragão
2023-12-23,Arroz,Alimentos,Loja B,São Paulo,22.55,19,0.14,Sra. Laís Silveira
2023-10-19,Leite,Laticínios,Loja B,Belo Horizonte,39.62,20,0.01,Isabel Lopes
2023-12-17,Detergente,Limpeza,Loja D,Belo Horizonte,8.31,14,0.13,Clarice Cardoso
2023-02-02,Café,Bebidas,Loja C,São Paulo,36.11,17,0.23,Kaique Araújo
2023-10-23,Macarrão,Alimentos,Loja B,Curitiba,27.4,20,0.03,Thales Barros
2023-12-05,Sabonete,Higiene,Loja D,Curitiba,34.19,13,0.04,Daniela Rodrigues
2023-10-13,Macarrão,Alimentos,Loja A,São Paulo,33.24,6,0.15,Davi Luiz Moura
2023-08-29,Leite,Laticínios,Loja B,São Paulo,38.32,11,0.07,Marcelo Pinto
2023-05-23,Arroz,Alimentos,Loja B,Belo Horizonte,21.95,8,0.02,João Vitor da Conceição
2023-08-16,Macarrão,Alimentos,Loja D,São Paulo,43.26,15,0.09,Alana da Mata
2023-09-12,Arroz,Alimentos,Loja A,Belo Horizonte,22.38,18,0.16,Melissa Farias
2023-02-16,Macarrão,Alimentos,Loja C,Rio de Janeiro,33.77,15,0.29,Juan Fogaça
2023-07-06,Arroz,Alimentos,Loja B,Belo Horizonte,18.6,20,0.18,Ana Beatriz da Cunha
2023-12-03,Refrigerante,Bebidas,Loja D,São Paulo,7.58,8,0.0,Stella Azevedo
2023-07-01,Café,Bebidas,Loja C,São Paulo,5.15,6,0.15,João Felipe da Cruz
2023-07-29,Feijão,Alimentos,Loja C,Rio de Janeiro,11.81,13,0.06,Nathan Nascimento
2023-04-08,Refrigerante,Bebidas,Loja A,Belo Horizonte,5.19,19,0.04,Dr. João Felipe Rezende
2023-08-19,Leite,Laticínios,Loja B,Belo Horizonte,3.2,2,0.17,Larissa Lopes
2023-08-10,Macarrão,Alimentos,Loja D,Rio de Janeiro,35.52,6,0.22,Srta. Eduarda da Cruz
2023-03-07,Feijão,Alimentos,Loja D,Curitiba,26.69,13,0.13,Maria Sophia Monteiro
2023-11-08,Sabonete,Higiene,Loja C,Belo Horizonte,48.29,10,0.14,João Gabriel Nascimento
2023-03-10,Detergente,Limpeza,Loja D,Curitiba,42.62,18,0.26,Agatha Dias
2023-12-31,Queijo,Laticínios,Loja B,Rio de Janeiro,12.86,10,0.21,Miguel da Cruz
2023-12-11,Detergente,Limpeza,Loja B,Curitiba,36.39,12,0.17,Bruno Costela
2023-10-26,Macarrão,Alimentos,Loja D,Curitiba,44.24,14,0.24,Alice Nascimento
2023-09-25,Feijão,Alimentos,Loja A,Belo Horizonte,9.83,2,0.06,Luna Barbosa
2023-03-24,Café,Bebidas,Loja C,Rio de Janeiro,42.45,10,0.06,Sophie da Conceição
2023-10-05,Arroz,Alimentos,Loja C,Belo Horizonte,7.82,18,0.26,Leonardo Gomes
2023-11-28,Queijo,Laticínios,Loja D,Rio de Janeiro,27.01,10,0.21,Clara Moraes
2023-01-25,Papel Higiênico,Higiene,Loja D,Belo Horizonte,47.96,11,0.29,Enrico da Luz
2023-01-28,Arroz,Alimentos,Loja C,Rio de Janeiro,32.17,15,0.25,João Vitor Freitas
2023-11-21,Refrigerante,Bebidas,Loja B,Rio de Janeiro,16.83,6,0.3,Dr. Theo Fogaça
2023-02-08,Detergente,Limpeza,Loja B,São Paulo,20.73,14,0.08,Maria Cecília Cunha
2023-05-16,Detergente,Limpeza,Loja B,Curitiba,3.27,15,0.21,Esther Peixoto
2023-03-21,Arroz,Alimentos,Loja B,Curitiba,31.05,20,0.25,Thales Duarte
2023-06-04,Leite,Laticínios,Loja C,São Paulo,39.85,11,0.16,Luna Monteiro
2023-04-05,Queijo,Laticínios,Loja A,Rio de Janeiro,22.55,18,0.12,Joana Dias
2023-06-28,Sabonete,Higiene,Loja B,Curitiba,18.56,10,0.07,Sarah Campos
2023-11-13,Queijo,Laticínios,Loja D,São Paulo,8.39,12,0.13,João Gabriel Ribeiro
2023-11-25,Macarrão,Alimentos,Loja B,São Paulo,35.08,11,0.11,Benício Novaes
2023-02-28,Papel Higiênico,Higiene,Loja C,Curitiba,4.16,17,0.25,Murilo das Neves
2023-07-11,Queijo,Laticínios,Loja D,Belo Horizonte,5.06,7,0.1,Amanda das Neves
2023-02-12,Feijão,Alimentos,Loja B,São Paulo,32.47,7,0.2,Enzo Gabriel Alves
2023-04-20,Papel Higiênico,Higiene,Loja A,Rio de Janeiro,28.27,14,0.19,Caio Rocha
2023-02-06,Detergente,Limpeza,Loja A,Belo Horizonte,36.69,2,0.03,Yasmin Pinto
2023-01-28,Detergente,Limpeza,Loja C,São Paulo,30.02,8,0.27,Erick Moraes
2023-07-28,Papel Higiênico,Higiene,Loja D,Belo Horizonte,23.35,1,0.12,Raquel da Cruz
2023-03-02,Queijo,Laticínios,Loja A,São Paulo,38.53,19,0.01,Mariana Farias
2023-02-07,Refrigerante,Bebidas,Loja A,Curitiba,39.98,10,0.18,Ian Santos
2023-05-25,Leite,Laticínios,Loja D,Belo Horizonte,41.64,1,0.14,Felipe Cardoso
2023-10-01,Sabonete,Higiene,Loja B,Belo Horizonte,40.45,18,0.09,Dr. Samuel Azevedo
2023-11-21,Detergente,Limpeza,Loja C,Curitiba,48.0,1,0.17,Caroline da Rosa
2023-10-12,Detergente,Limpeza,Loja A,São Paulo,3.24,20,0.12,Sr. Levi Nunes
2023-10-08,Feijão,Alimentos,Loja C,Rio de Janeiro,38.17,12,0.06,Sra. Agatha Porto
2023-11-27,Queijo,Laticínios,Loja B,Rio de Janeiro,11.65,20,0.25,Laura Lopes
2023-04-10,Feijão,Alimentos,Loja B,São Paulo,43.02,18,0.14,Isadora Gomes
2023-10-09,Feijão,Alimentos,Loja C,São Paulo,14.78,7,0.22,Vitória Dias
2023-09-07,Refrigerante,Bebidas,Loja C,Rio de Janeiro,34.55,8,0.03,Maria Eduarda Farias
2023-11-14,Feijão,Alimentos,Loja B,Curitiba,25.84,11,0.18,Marina Silveira
2023-06-06,Macarrão,Alimentos,Loja B,Curitiba,40.96,14,0.05,Dra. Beatriz Moura
2023-06-10,Sabonete,Higiene,Loja B,Belo Horizonte,16.0,12,0.04,Juliana Gomes
2023-06-19,Leite,Laticínios,Loja D,Belo Horizonte,19.86,10,0.15,Sr. Miguel Moura
2023-02-25,Detergente,Limpeza,Loja A,Curitiba,43.36,5,0.27,Cauã Aragão
2023-04-11,Café,Bebidas,Loja A,São Paulo,44.93,17,0.19,Leonardo Dias
2023-10-25,Macarrão,Alimentos,Loja D,Rio de Janeiro,45.6,18,0.08,Letícia da Cruz
2023-10-04,Leite,Laticínios,Loja B,Curitiba,21.45,19,0.22,Ana Beatriz Nogueira
2023-05-29,Detergente,Limpeza,Loja D,São Paulo,21.65,17,0.0,Catarina Pinto
2023-05-03,Macarrão,Alimentos,Loja B,Rio de Janeiro,23.97,6,0.17,João Guilherme Dias
2023-10-17,Detergente,Limpeza,Loja D,Curitiba,4.9,16,0.07,Marcelo Gomes
2023-05-16,Refrigerante,Bebidas,Loja B,São Paulo,34.42,17,0.27,Milena Souza
2023-07-04,Papel Higiênico,Higiene,Loja D,Belo Horizonte,44.43,2,0.29,Sr. Caio da Conceição
2023-06-15,Feijão,Alimentos,Loja C,Curitiba,30.2,19,0.05,Ana Beatriz Melo
2023-12-01,Papel Higiênico,Higiene,Loja C,São Paulo,27.28,13,0.29,Luiz Otávio das Neves
2023-04-25,Queijo,Laticínios,Loja D,Curitiba,41.41,12,0.15,Esther Peixoto
2023-09-04,Macarrão,Alimentos,Loja A,Rio de Janeiro,23.68,8,0.02,Dra. Esther Teixeira
2023-11-26,Café,Bebidas,Loja B,Rio de Janeiro,11.78,12,0.18,Sr. Isaac Silveira
2023-03-02,Sabonete,Higiene,Loja D,Curitiba,36.85,16,0.2,Cauê da Luz
2023-09-03,Sabonete,Higiene,Loja B,Belo Horizonte,4.05,2,0.04,Ian Freitas
2023-10-31,Detergente,Limpeza,Loja B,São Paulo,44.87,5,0.02,Paulo Cunha
2023-05-13,Detergente,Limpeza,Loja D,São Paulo,44.29,10,0.28,Marina Cardoso
2023-04-21,Leite,Laticínios,Loja D,Belo Horizonte,11.02,14,0.18,Paulo Nascimento
2023-10-26,Detergente,Limpeza,Loja C,Rio de Janeiro,37.04,11,0.28,Bernardo Gomes
2023-11-02,Macarrão,Alimentos,Loja A,Rio de Janeiro,20.78,5,0.03,Sarah Jesus
2023-04-14,Queijo,Laticínios,Loja D,Rio de Janeiro,31.46,6,0.14,Bernardo Moura
2023-11-11,Macarrão,Alimentos,Loja A,São Paulo,7.38,5,0.27,Luiz Henrique Araújo
2023-10-04,Arroz,Alimentos,Loja D,Belo Horizonte,20.41,2,0.21,Agatha Moreira
2023-08-08,Sabonete,Higiene,Loja D,Belo Horizonte,19.47,19,0.03,Pedro Pinto
2023-03-10,Café,Bebidas,Loja D,Rio de Janeiro,45.77,3,0.08,Raul Lima
2023-10-06,Papel Higiênico,Higiene,Loja C,Rio de Janeiro,3.26,1,0.17,Thomas Cardoso
2023-03-02,Queijo,Laticínios,Loja A,Belo Horizonte,33.76,11,0.12,Emanuel Souza
2023-02-24,Detergente,Limpeza,Loja D,Curitiba,15.28,18,0.13,Dr. Leandro Pereira
2023-07-07,Macarrão,Alimentos,Loja C,Belo Horizonte,38.48,14,0.17,Eduardo Teixeira
2023-10-13,Leite,Laticínios,Loja B,Curitiba,29.28,16,0.08,Maria Fernandes
2023-06-07,Macarrão,Alimentos,Loja C,Belo Horizonte,37.58,4,0.22,Carolina Nunes
2023-08-17,Detergente,Limpeza,Loja A,Rio de Janeiro,26.89,11,0.24,Stephany Souza
2023-11-11,Arroz,Alimentos,Loja B,Belo Horizonte,48.33,1,0.24,Dra. Stella Moraes
2023-03-16,Leite,Laticínios,Loja D,São Paulo,6.01,8,0.11,João Lucas Araújo
2023-11-08,Arroz,Alimentos,Loja D,Belo Horizonte,31.86,17,0.09,Maria Barros
2023-11-02,Arroz,Alimentos,Loja B,Belo Horizonte,23.63,7,0.26,Marcelo Monteiro
2023-09-23,Café,Bebidas,Loja B,São Paulo,39.85,17,0.15,Isaac Silva
2023-04-29,Macarrão,Alimentos,Loja B,São Paulo,19.91,1,0.29,Yuri Caldeira
2023-02-14,Café,Bebidas,Loja D,Curitiba,34.47,13,0.18,Diogo Rodrigues
2023-09-23,Arroz,Alimentos,Loja A,São Paulo,28.83,18,0.27,Thales da Cunha
2023-06-28,Refrigerante,Bebidas,Loja C,Rio de Janeiro,31.5,7,0.14,Emilly Correia
2023-07-26,Macarrão,Alimentos,Loja A,Curitiba,11.23,17,0.03,João Gabriel da Conceição
2023-02-07,Queijo,Laticínios,Loja C,Curitiba,47.51,17,0.29,Lucas Gabriel Rodrigues
2023-10-03,Macarrão,Alimentos,Loja C,Belo Horizonte,48.4,19,0.15,Joaquim Freitas
2023-05-05,Refrigerante,Bebidas,Loja D,Belo Horizonte,45.14,1,0.14,Letícia da Rocha
2023-05-13,Feijão,Alimentos,Loja D,Rio de Janeiro,34.81,8,0.24,Catarina Farias
2023-07-31,Refrigerante,Bebidas,Loja A,Curitiba,14.67,3,0.12,Maria Fernanda Sales
2023-06-25,Feijão,Alimentos,Loja B,Belo Horizonte,17.75,7,0.27,Agatha Costela
2023-05-18,Detergente,Limpeza,Loja B,Belo Horizonte,37.64,8,0.22,Felipe Lima
2023-05-16,Sabonete,Higiene,Loja B,Rio de Janeiro,42.24,20,0.11,Pedro Peixoto
2023-02-24,Feijão,Alimentos,Loja A,Belo Horizonte,31.85,18,0.29,Gustavo Souza
2023-09-04,Refrigerante,Bebidas,Loja C,Belo Horizonte,45.21,19,0.26,Eduardo Lopes
2023-09-09,Detergente,Limpeza,Loja C,Belo Horizonte,13.44,19,0.04,Sr. Juan Monteiro
2023-09-27,Papel Higiênico,Higiene,Loja D,São Paulo,26.62,13,0.26,Gustavo Henrique Gonçalves
2023-03-31,Leite,Laticínios,Loja A,Belo Horizonte,17.84,1,0.0,Daniela Oliveira
2023-04-18,Papel Higiênico,Higiene,Loja A,Curitiba,20.0,9,0.06,Anthony Viana
2023-05-15,Sabonete,Higiene,Loja C,Belo Horizonte,48.05,11,0.11,Lorena Novaes
2023-09-13,Papel Higiênico,Higiene,Loja B,Belo Horizonte,35.93,12,0.11,Augusto Costela
2023-07-25,Café,Bebidas,Loja D,Rio de Janeiro,29.86,19,0.21,Dr. Raul Mendes
2023-02-21,Café,Bebidas,Loja B,Belo Horizonte,43.25,7,0.04,Sr. Leonardo Moura
2023-03-18,Leite,Laticínios,Loja A,Rio de Janeiro,22.81,5,0.3,Enzo Moreira
2023-11-19,Queijo,Laticínios,Loja C,Belo Horizonte,17.1,18,0.26,Lara Teixeira
2023-01-25,Papel Higiênico,Higiene,Loja A,Rio de Janeiro,5.82,9,0.14,Yuri Nascimento
2023-11-19,Feijão,Alimentos,Loja D,Curitiba,15.21,12,0.17,Igor Araújo
2023-05-12,Refrigerante,Bebidas,Loja A,Belo Horizonte,8.7,20,0.06,Raul Nunes
2023-10-22,Queijo,Laticínios,Loja B,Curitiba,19.69,17,0.15,Olivia da Paz
2023-08-17,Feijão,Alimentos,Loja D,Curitiba,24.8,5,0.26,Luna Pereira
2023-11-24,Refrigerante,Bebidas,Loja D,Belo Horizonte,42.9,3,0.02,Yuri Campos
2023-06-25,Sabonete,Higiene,Loja C,Curitiba,33.69,9,0.18,Caio Almeida
2023-07-22,Café,Bebidas,Loja D,Curitiba,38.15,17,0.29,Joaquim da Rosa
2023-07-31,Detergente,Limpeza,Loja B,São Paulo,8.88,8,0.2,Lavínia Pires
2023-12-25,Feijão,Alimentos,Loja B,Rio de Janeiro,21.66,4,0.02,Emilly Silva
2023-08-31,Queijo,Laticínios,Loja A,São Paulo,39.23,17,0.23,Melissa Teixeira
2023-02-12,Feijão,Alimentos,Loja C,Rio de Janeiro,6.96,13,0.09,Maria Eduarda da Luz
2023-05-07,Café,Bebidas,Loja D,Rio de Janeiro,9.17,6,0.01,Manuela da Rosa
2023-12-06,Refrigerante,Bebidas,Loja C,Belo Horizonte,24.96,18,0.28,Alana Cardoso
2023-10-08,Leite,Laticínios,Loja B,Rio de Janeiro,30.77,15,0.19,Beatriz Pires
2023-11-22,Macarrão,Alimentos,Loja D,Curitiba,45.72,16,0.16,Nathan Cardoso
2023-02-15,Leite,Laticínios,Loja C,Curitiba,22.37,5,0.09,Letícia Monteiro
2023-01-01,Queijo,Laticínios,Loja B,Curitiba,16.48,18,0.0,João Pedro Fernandes
2023-09-09,Leite,Laticínios,Loja C,São Paulo,39.0,10,0.18,Luna Aragão
2023-01-04,Queijo,Laticínios,Loja C,Rio de Janeiro,22.35,18,0.13,Nathan Peixoto
2023-05-08,Detergente,Limpeza,Loja D,Belo Horizonte,13.37,3,0.13,Sra. Marina da Costa
2023-05-03,Queijo,Laticínios,Loja C,Curitiba,33.48,18,0.24,Guilherme Dias
2023-07-31,Sabonete,Higiene,Loja A,Rio de Janeiro,9.42,4,0.19,Dra. Juliana Araújo
2023-11-13,Leite,Laticínios,Loja C,Belo Horizonte,11.83,1,0.05,Bruno Freitas
2023-10-01,Arroz,Alimentos,Loja B,São Paulo,16.26,5,0.21,Dra. Agatha Barros
2023-01-05,Sabonete,Higiene,Loja A,Rio de Janeiro,3.69,7,0.1,Alice Martins
2023-06-09,Leite,Laticínios,Loja C,Belo Horizonte,35.76,2,0.1,Luiz Gustavo Carvalho
2023-03-16,Arroz,Alimentos,Loja C,Belo Horizonte,6.36,16,0.05,Dr. Vinicius Novaes
2023-05-09,Papel Higiênico,Higiene,Loja A,São Paulo,48.81,8,0.12,João Pedro Ribeiro
2023-08-15,Sabonete,Higiene,Loja A,Rio de Janeiro,24.66,4,0.16,Ana Vitória Peixoto
2023-04-17,Leite,Laticínios,Loja D,Curitiba,47.0,6,0.19,Srta. Stephany Nunes
2023-01-22,Queijo,Laticínios,Loja A,Curitiba,25.62,10,0.06,Natália da Cunha
2023-01-27,Sabonete,Higiene,Loja A,Rio de Janeiro,32.75,11,0.0,Dra. Ana Sophia Nascimento
2023-05-22,Macarrão,Alimentos,Loja A,Belo Horizonte,40.09,1,0.29,João Miguel Martins
2023-10-25,Leite,Laticínios,Loja B,Curitiba,39.23,8,0.05,Lorena Silveira
2023-02-16,Macarrão,Alimentos,Loja C,São Paulo,5.81,5,0.21,Davi Lucca Araújo
2023-02-24,Detergente,Limpeza,Loja D,Rio de Janeiro,17.89,18,0.24,Sra. Brenda da Mata
2023-06-27,Leite,Laticínios,Loja B,São Paulo,35.39,12,0.22,Maria Eduarda Martins
2023-05-09,Arroz,Alimentos,Loja D,Belo Horizonte,29.27,18,0.21,Rafaela Ribeiro
2023-04-08,Macarrão,Alimentos,Loja B,Curitiba,18.21,15,0.08,Lívia Gomes
2023-11-03,Queijo,Laticínios,Loja B,São Paulo,27.96,15,0.09,Srta. Maria Luiza das Neves
2023-05-15,Queijo,Laticínios,Loja C,Belo Horizonte,3.03,17,0.11,João Miguel Fernandes
2023-04-05,Arroz,Alimentos,Loja C,Rio de Janeiro,18.07,3,0.2,Maria Clara Correia
2023-10-03,Papel Higiênico,Higiene,Loja B,Belo Horizonte,38.99,5,0.18,Sra. Milena Castro
2023-06-15,Papel Higiênico,Higiene,Loja C,São Paulo,7.52,3,0.01,Lorena Barbosa
2023-03-08,Detergente,Limpeza,Loja A,Rio de Janeiro,8.03,7,0.03,Nicole Barros
2023-10-20,Papel Higiênico,Higiene,Loja D,Curitiba,5.31,8,0.18,Dr. Pedro Lucas Souza
2023-02-06,Arroz,Alimentos,Loja B,Belo Horizonte,46.63,3,0.14,Maria Luiza Silveira
2023-11-24,Arroz,Alimentos,Loja C,Belo Horizonte,41.64,2,0.25,Maria Clara Cunha
2023-05-17,Queijo,Laticínios,Loja A,São Paulo,42.22,3,0.28,Davi Barros
2023-09-23,Feijão,Alimentos,Loja A,Rio de Janeiro,27.99,7,0.06,Raul Aragão
2023-12-03,Sabonete,Higiene,Loja B,Belo Horizonte,38.07,19,0.11,Dra. Ana Carolina Freitas
2023-08-23,Papel Higiênico,Higiene,Loja A,Rio de Janeiro,40.25,18,0.12,Pedro Correia
2023-06-22,Detergente,Limpeza,Loja D,Curitiba,45.42,18,0.3,Joaquim Costela
2023-06-16,Refrigerante,Bebidas,Loja D,Belo Horizonte,41.83,11,0.18,Marcos Vinicius Barbosa
2023-10-16,Queijo,Laticínios,Loja B,Belo Horizonte,38.99,9,0.11,Luiz Felipe da Luz
2023-08-20,Leite,Laticínios,Loja D,São Paulo,37.14,10,0.18,Maria Julia Dias
2023-09-23,Detergente,Limpeza,Loja C,São Paulo,17.12,8,0.06,Ana Clara Azevedo
2023-06-11,Arroz,Alimentos,Loja C,Rio de Janeiro,7.43,15,0.11,Ana Luiza Vieira
2023-03-12,Café,Bebidas,Loja C,Rio de Janeiro,13.95,10,0.03,Emanuelly Almeida
2023-07-24,Macarrão,Alimentos,Loja B,São Paulo,37.01,16,0.05,Kamilly da Rosa
2023-12-20,Macarrão,Alimentos,Loja A,Curitiba,4.76,19,0.11,Thiago das Neves
2023-01-29,Refrigerante,Bebidas,Loja C,Belo Horizonte,22.58,4,0.26,Laís Lima
2023-04-27,Macarrão,Alimentos,Loja A,Belo Horizonte,5.54,17,0.01,Noah Mendes
2023-10-04,Macarrão,Alimentos,Loja B,Curitiba,26.61,8,0.05,Fernando da Luz
2023-12-11,Papel Higiênico,Higiene,Loja D,São Paulo,13.44,10,0.24,Luiz Gustavo das Neves
2023-03-17,Detergente,Limpeza,Loja C,São Paulo,25.37,2,0.16,Juliana Pinto
2023-05-15,Feijão,Alimentos,Loja D,Belo Horizonte,39.37,5,0.23,Noah Silveira
2023-09-04,Queijo,Laticínios,Loja B,Belo Horizonte,21.58,19,0.06,Gabriela Nunes
2023-11-12,Queijo,Laticínios,Loja B,Rio de Janeiro,6.37,14,0.1,Luiz Otávio Vieira
2023-10-22,Feijão,Alimentos,Loja A,Belo Horizonte,22.91,12,0.06,Amanda Barros
2023-06-26,Macarrão,Alimentos,Loja A,Curitiba,10.95,12,0.18,Luiz Felipe Barros
2023-08-15,Macarrão,Alimentos,Loja B,Belo Horizonte,5.11,8,0.06,Vitor Castro
2023-07-11,Detergente,Limpeza,Loja A,São Paulo,37.76,8,0.28,Luana da Rosa
2023-03-17,Café,Bebidas,Loja A,Curitiba,35.61,4,0.09,Augusto Souza
2023-08-30,Arroz,Alimentos,Loja C,Rio de Janeiro,37.78,7,0.06,Caroline Ferreira
2023-09-25,Café,Bebidas,Loja D,Rio de Janeiro,35.67,1,0.11,Sr. Luiz Felipe Pires
2023-12-06,Queijo,Laticínios,Loja A,Curitiba,11.01,10,0.06,Isaac Farias
2023-12-23,Macarrão,Alimentos,Loja C,São Paulo,24.85,1,0.02,Lívia da Cruz
2023-12-05,Café,Bebidas,Loja C,São Paulo,3.9,13,0.07,Arthur da Luz
2023-07-14,Queijo,Laticínios,Loja A,Curitiba,25.78,20,0.16,Lorenzo Duarte
2023-04-06,Sabonete,Higiene,Loja D,São Paulo,4.87,17,0.09,Sophie Nunes
2023-09-08,Papel Higiênico,Higiene,Loja B,São Paulo,19.3,12,0.11,Ana Luiza Peixoto
2023-06-04,Sabonete,Higiene,Loja C,São Paulo,32.41,13,0.27,Dra. Melissa Cavalcanti
2023-01-16,Queijo,Laticínios,Loja C,Rio de Janeiro,10.13,13,0.2,Felipe Nascimento
2023-02-14,Papel Higiênico,Higiene,Loja B,Belo Horizonte,14.3,5,0.13,Vinicius da Rocha
2023-06-09,Macarrão,Alimentos,Loja C,Belo Horizonte,28.48,7,0.2,Ana Luiza Azevedo
2023-10-25,Queijo,Laticínios,Loja B,Rio de Janeiro,17.52,17,0.27,Sra. Clarice da Costa
2023-08-09,Detergente,Limpeza,Loja B,Curitiba,6.19,18,0.28,Cauã da Rosa
2023-03-02,Detergente,Limpeza,Loja C,Rio de Janeiro,37.17,11,0.26,Luigi Dias
2023-07-31,Papel Higiênico,Higiene,Loja C,Belo Horizonte,38.04,9,0.05,Vinicius Duarte
2023-04-07,Feijão,Alimentos,Loja B,Rio de Janeiro,4.23,20,0.19,Bárbara Caldeira
2023-11-07,Macarrão,Alimentos,Loja B,Rio de Janeiro,13.85,1,0.11,Thales Correia
2023-12-19,Leite,Laticínios,Loja B,Belo Horizonte,36.46,12,0.06,Diogo Porto
2023-07-18,Leite,Laticínios,Loja D,Rio de Janeiro,10.7,8,0.01,Thiago Martins
2023-01-08,Café,Bebidas,Loja D,Rio de Janeiro,37.89,7,0.23,Heitor Mendes
2023-02-03,Detergente,Limpeza,Loja D,Belo Horizonte,35.33,15,0.27,Luigi Oliveira
2023-08-07,Papel Higiênico,Higiene,Loja A,Belo Horizonte,36.85,13,0.18,Kaique Azevedo
2023-10-20,Macarrão,Alimentos,Loja A,São Paulo,24.23,2,0.26,Emilly Peixoto
2023-05-06,Queijo,Laticínios,Loja D,São Paulo,29.21,17,0.23,Srta. Maria Luiza Cavalcanti
2023-01-26,Sabonete,Higiene,Loja C,Belo Horizonte,21.71,10,0.23,Cauã Carvalho
2023-05-27,Leite,Laticínios,Loja B,Belo Horizonte,16.84,2,0.21,Sophia Vieira
2023-03-14,Leite,Laticínios,Loja D,São Paulo,36.96,4,0.05,João Lucas Porto
2023-10-27,Queijo,Laticínios,Loja B,Belo Horizonte,22.44,15,0.01,Laura Viana
2023-08-21,Macarrão,Alimentos,Loja B,Belo Horizonte,7.24,11,0.21,Alexia Almeida
2023-12-31,Detergente,Limpeza,Loja A,São Paulo,8.37,15,0.19,Kevin Martins
2023-02-13,Queijo,Laticínios,Loja D,Rio de Janeiro,20.8,13,0.01,Maysa Campos
2023-03-29,Refrigerante,Bebidas,Loja B,Rio de Janeiro,43.83,6,0.23,Mariana da Costa
2023-01-27,Papel Higiênico,Higiene,Loja C,Curitiba,37.32,15,0.09,Srta. Amanda Martins
2023-04-03,Feijão,Alimentos,Loja B,Rio de Janeiro,3.17,9,0.0,Ryan Castro
2023-09-12,Leite,Laticínios,Loja A,Belo Horizonte,14.18,19,0.2,Gabrielly Costela
2023-08-21,Papel Higiênico,Higiene,Loja D,São Paulo,31.26,1,0.07,Vitor Gabriel Castro
2023-10-08,Café,Bebidas,Loja B,São Paulo,11.69,2,0.2,Raquel Sales
2023-01-19,Detergente,Limpeza,Loja A,Curitiba,18.56,3,0.01,Leonardo Caldeira
2023-08-02,Detergente,Limpeza,Loja B,Curitiba,31.72,20,0.17,Ana Júlia Moura
2023-10-15,Detergente,Limpeza,Loja D,Curitiba,46.78,3,0.23,Luiz Miguel Nunes
2023-06-15,Refrigerante,Bebidas,Loja D,São Paulo,38.65,18,0.02,Alícia Barros
2023-08-30,Detergente,Limpeza,Loja A,Curitiba,18.47,14,0.16,Sra. Sarah Cunha
2023-12-23,Sabonete,Higiene,Loja A,São Paulo,29.85,17,0.3,Olivia Lopes
2023-09-05,Macarrão,Alimentos,Loja C,Belo Horizonte,31.62,11,0.08,Clara Alves
2023-10-22,Macarrão,Alimentos,Loja C,Rio de Janeiro,31.87,16,0.16,Luiz Gustavo Farias
2023-11-20,Leite,Laticínios,Loja D,Rio de Janeiro,44.53,8,0.21,André da Conceição
2023-04-10,Arroz,Alimentos,Loja A,São Paulo,24.85,4,0.22,Marcos Vinicius da Costa
2023-04-17,Macarrão,Alimentos,Loja D,Belo Horizonte,5.14,12,0.17,Matheus Castro
2023-11-23,Sabonete,Higiene,Loja A,Rio de Janeiro,35.43,9,0.24,Ana Beatriz da Costa
2023-06-07,Café,Bebidas,Loja C,São Paulo,8.35,11,0.1,Sra. Isabella Ramos
2023-10-19,Macarrão,Alimentos,Loja A,Rio de Janeiro,12.12,11,0.28,Davi Farias
2023-09-03,Leite,Laticínios,Loja A,Rio de Janeiro,25.63,15,0.27,Valentina Jesus
2023-10-02,Refrigerante,Bebidas,Loja D,Belo Horizonte,46.61,2,0.25,Raquel das Neves
2023-06-03,Macarrão,Alimentos,Loja C,São Paulo,12.79,11,0.24,Lorenzo da Paz
2023-07-01,Feijão,Alimentos,Loja B,Curitiba,42.51,11,0.3,Srta. Nina Carvalho
2023-11-17,Queijo,Laticínios,Loja B,Belo Horizonte,11.81,4,0.26,Dr. Enzo Barros
2023-06-07,Refrigerante,Bebidas,Loja A,Curitiba,22.45,16,0.26,Thomas Duarte
2023-07-10,Leite,Laticínios,Loja C,Rio de Janeiro,27.68,6,0.03,Lavínia Cardoso
2023-01-20,Sabonete,Higiene,Loja A,Belo Horizonte,26.78,16,0.27,Enrico Cardoso
2023-03-20,Sabonete,Higiene,Loja C,Belo Horizonte,37.42,17,0.09,Vitória Silva
2023-06-17,Detergente,Limpeza,Loja A,Rio de Janeiro,12.64,2,0.14,Dra. Isabelly Teixeira
2023-09-25,Feijão,Alimentos,Loja A,Curitiba,46.82,20,0.26,Pedro Henrique Gomes
2023-06-20,Leite,Laticínios,Loja A,São Paulo,27.47,10,0.01,Mirella Costa
2023-06-09,Sabonete,Higiene,Loja C,Rio de Janeiro,12.05,9,0.16,Ryan Mendes
2023-08-14,Feijão,Alimentos,Loja C,Rio de Janeiro,10.4,4,0.0,Larissa da Costa
2023-11-15,Queijo,Laticínios,Loja A,Rio de Janeiro,28.5,18,0.1,Maria Alice Porto
2023-03-14,Café,Bebidas,Loja B,Rio de Janeiro,6.35,20,0.27,Guilherme Lopes
2023-10-04,Leite,Laticínios,Loja A,Rio de Janeiro,4.36,2,0.03,Bernardo Costela
2023-01-28,Feijão,Alimentos,Loja D,Belo Horizonte,11.41,20,0.27,Ana Vitória Santos
